Category,City,Country/Region,Order Date,Year,Month,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,New York City,United States,20-10-2018,2018,Oct,CA-2018-164623,10035,OFF-PA-10000249,Easy-staple paper,East,Consumer,22-10-2018,First Class,Shipped Late,New York,Paper,2,1,0,12,2,25,37
Office Supplies,San Francisco,United States,19-09-2017,2017,Sep,CA-2017-159849,94110,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,West,Home Office,19-09-2017,Same Day,Shipped On Time,California,Fasteners,0,0,0,0,3,6,8
Office Supplies,Port Saint Lucie,United States,27-08-2020,2020,Aug,CA-2020-101273,34952,OFF-AP-10000804,Hoover Portapower Portable Vacuum,South,Consumer,30-08-2020,Second Class,Shipped On Time,Florida,Appliances,3,3,20,1,4,14,21
Furniture,Concord,United States,03-07-2020,2020,Jul,CA-2020-106747,3301,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,East,Consumer,04-07-2020,First Class,Shipped On Time,New Hampshire,Furnishings,1,1,0,27,1,102,153
Furniture,Rochester,United States,22-12-2020,2020,Dec,CA-2020-146164,55901,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Central,Consumer,26-12-2020,Standard Class,Shipped Early,Minnesota,Tables,4,6,0,97,2,608,910
Office Supplies,Rochester,United States,22-12-2020,2020,Dec,CA-2020-146164,55901,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Central,Consumer,26-12-2020,Standard Class,Shipped Early,Minnesota,Storage,4,6,0,8,2,31,47
Office Supplies,Louisville,United States,27-12-2019,2019,Dec,CA-2019-111605,40214,OFF-LA-10002368,Avery 479,South,Consumer,02-01-2020,Standard Class,Shipped On Time,Kentucky,Labels,6,6,0,1,1,3,4
Furniture,San Marcos,United States,20-05-2017,2017,May,CA-2017-130673,78666,FUR-FU-10003489,Contemporary Borderless Frame,Central,Corporate,22-05-2017,Second Class,Shipped Early,Texas,Furnishings,2,3,60,6,3,10,15
Office Supplies,San Marcos,United States,20-05-2017,2017,May,CA-2017-130673,78666,OFF-PA-10000289,Xerox 213,Central,Corporate,22-05-2017,Second Class,Shipped Early,Texas,Paper,2,3,20,4,2,10,16
Technology,San Marcos,United States,20-05-2017,2017,May,CA-2017-130673,78666,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Central,Corporate,22-05-2017,Second Class,Shipped Early,Texas,Accessories,2,3,20,4,2,21,31
Office Supplies,San Marcos,United States,20-05-2017,2017,May,CA-2017-130673,78666,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Central,Corporate,22-05-2017,Second Class,Shipped Early,Texas,Storage,2,3,20,13,5,67,100
Office Supplies,Escondido,United States,04-02-2017,2017,Feb,CA-2017-104808,92025,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,Corporate,08-02-2017,Second Class,Shipped Late,California,Binders,4,3,20,6,2,17,26
Office Supplies,Philadelphia,United States,09-12-2020,2020,Dec,US-2020-132927,19134,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",East,Consumer,15-12-2020,Standard Class,Shipped On Time,Pennsylvania,Binders,6,6,70,8,7,11,17
Technology,Los Angeles,United States,11-07-2020,2020,Jul,CA-2020-162015,90049,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,West,Corporate,18-07-2020,Standard Class,Shipped Late,California,Accessories,7,6,0,245,5,1287,1928
Office Supplies,Los Angeles,United States,11-07-2020,2020,Jul,CA-2020-162015,90049,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,West,Corporate,18-07-2020,Standard Class,Shipped Late,California,Appliances,7,6,0,44,5,168,252
Office Supplies,Philadelphia,United States,15-05-2018,2018,May,CA-2018-138492,19140,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,East,Corporate,22-05-2018,Standard Class,Shipped Late,Pennsylvania,Storage,7,6,20,10,2,52,78
Office Supplies,Philadelphia,United States,29-01-2020,2020,Jan,CA-2020-145338,19120,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",East,Consumer,01-02-2020,First Class,Shipped Late,Pennsylvania,Art,3,1,20,0,2,5,7
Office Supplies,Hempstead,United States,29-09-2020,2020,Sep,CA-2020-126676,11550,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,East,Corporate,01-10-2020,First Class,Shipped Late,New York,Envelopes,2,1,0,4,3,8,12
Office Supplies,Greeley,United States,23-04-2020,2020,Apr,CA-2020-101700,80634,OFF-EN-10003134,Staple envelope,West,Consumer,26-04-2020,First Class,Shipped Late,Colorado,Envelopes,3,1,20,7,2,19,28
Furniture,Greeley,United States,23-04-2020,2020,Apr,CA-2020-101700,80634,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",West,Consumer,26-04-2020,First Class,Shipped Late,Colorado,Furnishings,3,1,20,3,3,12,17
Technology,Jacksonville,United States,09-11-2020,2020,Nov,CA-2020-159667,32216,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,South,Home Office,13-11-2020,Standard Class,Shipped Early,Florida,Accessories,4,6,20,38,3,192,288
Technology,Jacksonville,United States,09-11-2020,2020,Nov,CA-2020-159667,32216,TEC-PH-10004094,Motorola L703CM,South,Home Office,13-11-2020,Standard Class,Shipped Early,Florida,Phones,4,6,20,31,4,499,748
Office Supplies,Arlington,United States,05-05-2017,2017,May,CA-2017-111934,22204,OFF-BI-10004364,Storex Dura Pro Binders,South,Corporate,07-05-2017,First Class,Shipped Late,Virginia,Binders,2,1,0,5,2,12,18
Office Supplies,Arlington,United States,05-05-2017,2017,May,CA-2017-111934,22204,OFF-PA-10000474,Easy-staple paper,South,Corporate,07-05-2017,First Class,Shipped Late,Virginia,Paper,2,1,0,17,1,35,53
Office Supplies,San Francisco,United States,27-10-2019,2019,Oct,US-2019-117387,94122,OFF-BI-10004308,Avery Legal 4-Ring Binder,West,Home Office,31-10-2019,Standard Class,Shipped Early,California,Binders,4,6,20,25,4,67,101
Office Supplies,Fresno,United States,26-11-2017,2017,Nov,CA-2017-141110,93727,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,West,Corporate,01-12-2017,Standard Class,Shipped Early,California,Binders,5,6,20,2,3,4,6
Office Supplies,Fresno,United States,26-11-2017,2017,Nov,CA-2017-141110,93727,OFF-PA-10002586,Xerox 1970,West,Corporate,01-12-2017,Standard Class,Shipped Early,California,Paper,5,6,0,7,3,15,22
Office Supplies,Fresno,United States,26-11-2017,2017,Nov,CA-2017-141110,93727,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,West,Corporate,01-12-2017,Standard Class,Shipped Early,California,Appliances,5,6,0,11,2,41,61
Office Supplies,Fresno,United States,26-11-2017,2017,Nov,CA-2017-141110,93727,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,West,Corporate,01-12-2017,Standard Class,Shipped Early,California,Binders,5,6,20,3,1,7,11
Technology,Reno,United States,31-12-2017,2017,Dec,US-2017-133949,89502,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,West,Home Office,31-12-2017,Same Day,Shipped On Time,Nevada,Phones,0,0,20,59,7,476,713
Technology,San Antonio,United States,03-01-2019,2019,Jan,US-2019-116365,78207,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Central,Corporate,08-01-2019,Standard Class,Shipped Early,Texas,Accessories,5,6,20,5,2,30,45
Technology,San Antonio,United States,03-01-2019,2019,Jan,US-2019-116365,78207,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Central,Corporate,08-01-2019,Standard Class,Shipped Early,Texas,Accessories,5,6,20,6,3,166,248
Technology,San Antonio,United States,03-01-2019,2019,Jan,US-2019-116365,78207,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Central,Corporate,08-01-2019,Standard Class,Shipped Early,Texas,Phones,5,6,20,14,5,181,271
Technology,New Bedford,United States,18-08-2020,2020,Aug,CA-2020-162936,2740,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",East,Consumer,22-08-2020,Standard Class,Shipped Early,Massachusetts,Accessories,4,6,0,8,2,23,35
Furniture,New York City,United States,04-06-2017,2017,Jun,CA-2017-151946,10035,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",East,Consumer,09-06-2017,Standard Class,Shipped Early,New York,Furnishings,5,6,0,21,2,57,85
Office Supplies,New York City,United States,04-06-2017,2017,Jun,CA-2017-151946,10035,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",East,Consumer,09-06-2017,Standard Class,Shipped Early,New York,Appliances,5,6,0,4,4,16,23
Furniture,New York City,United States,04-06-2017,2017,Jun,CA-2017-151946,10035,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,East,Consumer,09-06-2017,Standard Class,Shipped Early,New York,Bookcases,5,6,20,44,2,354,530
Furniture,New York City,United States,04-06-2017,2017,Jun,CA-2017-151946,10035,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,East,Consumer,09-06-2017,Standard Class,Shipped Early,New York,Furnishings,5,6,0,7,2,14,21
Technology,Oxnard,United States,13-11-2020,2020,Nov,CA-2020-123624,93030,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,West,Consumer,17-11-2020,Second Class,Shipped Late,California,Accessories,4,3,0,29,5,83,124
Office Supplies,Los Angeles,United States,28-01-2019,2019,Jan,CA-2019-146437,90036,OFF-AR-10000588,Newell 345,West,Corporate,01-02-2019,Second Class,Shipped Late,California,Art,4,3,0,10,2,40,59
Technology,Oakland,United States,09-11-2019,2019,Nov,CA-2019-138233,94601,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,West,Consumer,14-11-2019,Standard Class,Shipped Early,California,Accessories,5,6,0,178,3,480,719
Office Supplies,Edmonds,United States,10-09-2019,2019,Sep,CA-2019-165918,98026,OFF-LA-10003720,Avery 487,West,Consumer,14-09-2019,Standard Class,Shipped Early,Washington,Labels,4,6,0,3,2,7,11
Office Supplies,Edmonds,United States,10-09-2019,2019,Sep,CA-2019-165918,98026,OFF-BI-10004364,Storex Dura Pro Binders,West,Consumer,14-09-2019,Standard Class,Shipped Early,Washington,Binders,4,6,20,4,3,14,21
Office Supplies,Edmonds,United States,10-09-2019,2019,Sep,CA-2019-165918,98026,OFF-PA-10000100,Xerox 1945,West,Consumer,14-09-2019,Standard Class,Shipped Early,Washington,Paper,4,6,0,40,2,82,123
Office Supplies,Edmonds,United States,10-09-2019,2019,Sep,CA-2019-165918,98026,OFF-BI-10004826,JM Magazine Binder,West,Consumer,14-09-2019,Standard Class,Shipped Early,Washington,Binders,4,6,20,14,3,40,59
Furniture,Los Angeles,United States,03-03-2020,2020,Mar,CA-2020-117513,90004,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,Corporate,08-03-2020,Standard Class,Shipped Early,California,Tables,5,6,20,15,7,400,599
Office Supplies,New York City,United States,08-09-2020,2020,Sep,CA-2020-132437,10024,OFF-ST-10001031,Adjustable Personal File Tote,East,Corporate,13-09-2020,Second Class,Shipped Late,New York,Storage,5,3,0,17,4,65,98
Furniture,Dallas,United States,06-11-2020,2020,Nov,US-2020-119319,75217,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Central,Consumer,09-11-2020,Second Class,Shipped On Time,Texas,Furnishings,3,3,60,20,5,31,46
Office Supplies,Franklin,United States,13-05-2020,2020,May,CA-2020-104318,37064,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,South,Corporate,18-05-2020,Standard Class,Shipped Early,Tennessee,Appliances,5,6,20,2,2,21,31
Office Supplies,Phoenix,United States,27-11-2019,2019,Nov,US-2019-114230,85023,OFF-ST-10000876,Eldon Simplefile Box Office,West,Consumer,01-12-2019,Standard Class,Shipped Early,Arizona,Storage,4,6,20,4,4,40,60
Office Supplies,Miami,United States,13-11-2018,2018,Nov,CA-2018-136147,33178,OFF-BI-10004224,Catalog Binders with Expanding Posts,South,Consumer,18-11-2018,Standard Class,Shipped Early,Florida,Binders,5,6,70,101,6,121,181
Technology,Miami,United States,13-11-2018,2018,Nov,CA-2018-136147,33178,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,South,Consumer,18-11-2018,Standard Class,Shipped Early,Florida,Accessories,5,6,20,1,5,112,168
Office Supplies,Colorado Springs,United States,08-12-2018,2018,Dec,CA-2018-156118,80906,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,West,Corporate,12-12-2018,Standard Class,Shipped Early,Colorado,Paper,4,6,20,5,3,16,24
Office Supplies,New York City,United States,07-09-2018,2018,Sep,CA-2018-164084,10011,OFF-ST-10003638,Mobile Personal File Cube,East,Corporate,12-09-2018,Standard Class,Shipped Early,New York,Storage,5,6,0,19,3,70,105
Technology,New York City,United States,07-09-2018,2018,Sep,CA-2018-164084,10011,TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige,East,Corporate,12-09-2018,Standard Class,Shipped Early,New York,Accessories,5,6,0,16,5,90,135
Office Supplies,New York City,United States,07-09-2018,2018,Sep,CA-2018-164084,10011,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,Corporate,12-09-2018,Standard Class,Shipped Early,New York,Binders,5,6,20,2,2,6,9
Furniture,New York City,United States,07-09-2018,2018,Sep,CA-2018-164084,10011,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,East,Corporate,12-09-2018,Standard Class,Shipped Early,New York,Tables,5,6,40,120,2,481,721
Office Supplies,New York City,United States,07-09-2018,2018,Sep,CA-2018-164084,10011,OFF-FA-10003059,Assorted Color Push Pins,East,Corporate,12-09-2018,Standard Class,Shipped Early,New York,Fasteners,5,6,0,2,4,7,11
Furniture,Bethlehem,United States,28-07-2019,2019,Jul,CA-2019-107783,18018,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",East,Consumer,29-07-2019,First Class,Shipped On Time,Pennsylvania,Bookcases,1,1,50,78,5,177,266
Office Supplies,Bethlehem,United States,28-07-2019,2019,Jul,CA-2019-107783,18018,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,East,Consumer,29-07-2019,First Class,Shipped On Time,Pennsylvania,Binders,1,1,70,913,6,1370,2051
Office Supplies,Bethlehem,United States,28-07-2019,2019,Jul,CA-2019-107783,18018,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",East,Consumer,29-07-2019,First Class,Shipped On Time,Pennsylvania,Appliances,1,1,20,1,3,9,14
Furniture,Philadelphia,United States,25-08-2020,2020,Aug,CA-2020-159793,19140,FUR-BO-10001798,Bush Somerset Collection Bookcase,East,Consumer,29-08-2020,Standard Class,Shipped Early,Pennsylvania,Bookcases,4,6,50,89,2,131,196
Office Supplies,Louisville,United States,30-04-2017,2017,Apr,CA-2017-160094,40214,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,02-05-2017,First Class,Shipped Late,Kentucky,Art,2,1,0,45,5,175,262
Office Supplies,Louisville,United States,30-04-2017,2017,Apr,CA-2017-160094,40214,OFF-ST-10000585,Economy Rollaway Files,South,Consumer,02-05-2017,First Class,Shipped Late,Kentucky,Storage,2,1,0,215,5,826,1237
Furniture,Seattle,United States,27-04-2020,2020,Apr,CA-2020-151281,98105,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,West,Consumer,02-05-2020,Standard Class,Shipped Early,Washington,Furnishings,5,6,0,39,7,140,209
Technology,Kenosha,United States,23-07-2020,2020,Jul,CA-2020-118346,53142,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,Central,Home Office,24-07-2020,First Class,Shipped On Time,Wisconsin,Accessories,1,1,0,144,5,400,599
Office Supplies,Henderson,United States,13-12-2017,2017,Dec,CA-2017-129819,42420,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",South,Corporate,15-12-2017,Second Class,Shipped Early,Kentucky,Binders,2,3,0,6,3,12,19
Office Supplies,Dallas,United States,12-01-2020,2020,Jan,US-2020-148551,75217,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Central,Corporate,16-01-2020,Standard Class,Shipped Early,Texas,Binders,4,6,80,1141,5,761,1140
Office Supplies,Peoria,United States,02-12-2020,2020,Dec,CA-2020-147767,85345,OFF-BI-10001670,Vinyl Sectional Post Binders,West,Consumer,02-12-2020,Same Day,Shipped On Time,Arizona,Binders,0,0,70,45,6,68,102
Office Supplies,Jacksonville,United States,08-11-2018,2018,Nov,CA-2018-108259,28540,OFF-FA-10000624,OIC Binder Clips,South,Corporate,15-11-2018,Standard Class,Shipped Late,North Carolina,Fasteners,7,6,20,12,11,32,47
Office Supplies,Jacksonville,United States,08-11-2018,2018,Nov,CA-2018-108259,28540,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",South,Corporate,15-11-2018,Standard Class,Shipped Late,North Carolina,Labels,7,6,20,2,1,5,8
Office Supplies,Jacksonville,United States,08-11-2018,2018,Nov,CA-2018-108259,28540,OFF-BI-10000315,Poly Designer Cover & Back,South,Corporate,15-11-2018,Standard Class,Shipped Late,North Carolina,Binders,7,6,70,29,7,40,60
Furniture,Jacksonville,United States,08-11-2018,2018,Nov,CA-2018-108259,28540,FUR-FU-10000023,Eldon Wave Desk Accessories,South,Corporate,15-11-2018,Standard Class,Shipped Late,North Carolina,Furnishings,7,6,20,1,1,5,7
Furniture,Los Angeles,United States,25-11-2019,2019,Nov,CA-2019-113341,90032,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",West,Consumer,29-11-2019,Standard Class,Shipped Early,California,Chairs,4,6,20,19,3,194,291
Furniture,Nashville,United States,05-12-2018,2018,Dec,US-2018-131842,37211,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",South,Corporate,08-12-2018,First Class,Shipped Late,Tennessee,Chairs,3,1,20,11,2,97,146
Office Supplies,Charlotte,United States,29-07-2019,2019,Jul,CA-2019-164574,28205,OFF-ST-10003816,Fellowes High-Stak Drawer Files,South,Consumer,03-08-2019,Standard Class,Shipped Early,North Carolina,Storage,5,6,20,26,5,705,1055
Office Supplies,Charlotte,United States,29-07-2019,2019,Jul,CA-2019-164574,28205,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",South,Consumer,03-08-2019,Standard Class,Shipped Early,North Carolina,Binders,5,6,70,20,3,27,41
Office Supplies,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,OFF-FA-10000840,OIC Thumb-Tacks,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Fasteners,0,0,0,3,5,6,9
Furniture,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Furnishings,0,0,0,6,3,14,21
Office Supplies,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,OFF-SU-10001574,Acme Value Line Scissors,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Supplies,0,0,0,2,2,7,11
Technology,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Accessories,0,0,0,76,2,200,299
Technology,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Accessories,0,0,0,61,4,145,217
Technology,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Accessories,0,0,0,20,2,118,177
Office Supplies,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,OFF-PA-10002923,Xerox 1942,West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Paper,0,0,0,24,1,49,73
Office Supplies,Seattle,United States,13-09-2017,2017,Sep,CA-2017-142769,98103,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",West,Consumer,13-09-2017,Same Day,Shipped On Time,Washington,Appliances,0,0,0,10,2,23,34
Office Supplies,Chicago,United States,21-06-2019,2019,Jun,CA-2019-168361,60623,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Central,Corporate,25-06-2019,Standard Class,Shipped Early,Illinois,Binders,4,6,80,1,1,1,1
Office Supplies,Cincinnati,United States,03-09-2019,2019,Sep,CA-2019-153185,45231,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",East,Corporate,08-09-2019,Standard Class,Shipped Early,Ohio,Paper,5,6,20,11,6,31,46
Furniture,Fort Lauderdale,United States,25-11-2020,2020,Nov,CA-2020-124765,33311,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,South,Consumer,30-11-2020,Standard Class,Shipped Early,Florida,Bookcases,5,6,20,81,5,724,1084
Furniture,Houston,United States,12-05-2018,2018,May,CA-2018-131856,77041,FUR-FU-10000175,DAX Wood Document Frame,Central,Consumer,17-05-2018,Standard Class,Shipped Early,Texas,Furnishings,5,6,60,16,4,22,33
Technology,Houston,United States,12-05-2018,2018,May,CA-2018-131856,77041,TEC-PH-10001336,Digium D40 VoIP phone,Central,Consumer,17-05-2018,Standard Class,Shipped Early,Texas,Phones,5,6,20,70,6,619,927
Office Supplies,Houston,United States,12-05-2018,2018,May,CA-2018-131856,77041,OFF-PA-10001954,Xerox 1964,Central,Consumer,17-05-2018,Standard Class,Shipped Early,Texas,Paper,5,6,20,42,7,128,192
Furniture,Lakewood,United States,30-03-2020,2020,Mar,CA-2020-126634,90712,FUR-FU-10004973,Flat Face Poster Frame,West,Consumer,01-04-2020,Second Class,Shipped Early,California,Furnishings,2,3,0,40,5,94,141
Office Supplies,San Francisco,United States,17-11-2019,2019,Nov,CA-2019-118500,94122,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,West,Home Office,18-11-2019,First Class,Shipped On Time,California,Supplies,1,1,0,13,5,50,74
Office Supplies,Philadelphia,United States,30-12-2019,2019,Dec,CA-2019-163951,19140,OFF-AR-10004269,Newell 31,East,Corporate,02-01-2020,First Class,Shipped Late,Pennsylvania,Art,3,1,20,2,5,17,25
Office Supplies,Seattle,United States,22-12-2019,2019,Dec,CA-2019-149916,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,Home Office,24-12-2019,Second Class,Shipped Early,Washington,Binders,2,3,20,19,4,55,83
Technology,Seattle,United States,22-12-2019,2019,Dec,CA-2019-149916,98115,TEC-MA-10000752,Texas Instrument TI-15 Fraction Calculator,West,Home Office,24-12-2019,Second Class,Shipped Early,Washington,Machines,2,3,20,4,1,12,17
Office Supplies,Los Angeles,United States,20-12-2018,2018,Dec,CA-2018-158918,90036,OFF-PA-10004947,Easy-staple paper,West,Consumer,25-12-2018,Second Class,Shipped Late,California,Paper,5,3,0,8,4,17,26
Furniture,Cleveland,United States,27-12-2017,2017,Dec,US-2017-159611,44105,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",East,Consumer,01-01-2018,Second Class,Shipped Late,Ohio,Furnishings,5,3,20,18,3,182,273
Office Supplies,Cleveland,United States,27-12-2017,2017,Dec,US-2017-159611,44105,OFF-ST-10002790,Safco Industrial Shelving,East,Consumer,01-01-2018,Second Class,Shipped Late,Ohio,Storage,5,3,20,25,2,118,177
Office Supplies,Decatur,United States,16-02-2020,2020,Feb,CA-2020-163265,62521,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,Consumer,21-02-2020,Standard Class,Shipped Early,Illinois,Fasteners,5,6,20,6,2,18,28
Furniture,Decatur,United States,16-02-2020,2020,Feb,CA-2020-163265,62521,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,Consumer,21-02-2020,Standard Class,Shipped Early,Illinois,Chairs,5,6,30,9,3,601,899
Office Supplies,Decatur,United States,16-02-2020,2020,Feb,CA-2020-163265,62521,OFF-ST-10000642,"Tennsco Lockers, Gray",Central,Consumer,21-02-2020,Standard Class,Shipped Early,Illinois,Storage,5,6,20,8,3,50,75
Office Supplies,Decatur,United States,16-02-2020,2020,Feb,CA-2020-163265,62521,OFF-AR-10004078,Newell 312,Central,Consumer,21-02-2020,Standard Class,Shipped Early,Illinois,Art,5,6,20,4,6,28,42
Furniture,Decatur,United States,16-02-2020,2020,Feb,CA-2020-163265,62521,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Central,Consumer,21-02-2020,Standard Class,Shipped Early,Illinois,Furnishings,5,6,60,4,1,8,12
Furniture,Mansfield,United States,24-10-2020,2020,Oct,CA-2020-141705,76063,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Central,Consumer,26-10-2020,First Class,Shipped Late,Texas,Tables,2,1,30,81,5,517,775
Office Supplies,Houston,United States,02-09-2019,2019,Sep,CA-2019-112739,77070,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Central,Home Office,07-09-2019,Second Class,Shipped Late,Texas,Binders,5,3,80,13,8,9,13
Technology,Houston,United States,02-09-2019,2019,Sep,CA-2019-112739,77070,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Central,Home Office,07-09-2019,Second Class,Shipped Late,Texas,Accessories,5,3,20,34,5,160,239
Office Supplies,Richmond,United States,01-12-2019,2019,Dec,CA-2019-143805,23223,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,South,Corporate,03-12-2019,Second Class,Shipped Early,Virginia,Appliances,2,3,0,695,7,2105,3152
Office Supplies,Richmond,United States,01-12-2019,2019,Dec,CA-2019-143805,23223,OFF-SU-10004664,Acme Softgrip Scissors,South,Corporate,03-12-2019,Second Class,Shipped Early,Virginia,Supplies,2,3,0,12,5,41,61
Technology,Arlington,United States,05-11-2017,2017,Nov,CA-2017-133634,22204,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,South,Home Office,10-11-2017,Standard Class,Shipped Early,Virginia,Accessories,5,6,0,16,3,48,72
Office Supplies,San Francisco,United States,25-11-2020,2020,Nov,CA-2020-101665,94122,OFF-AR-10002335,DIXON Oriole Pencils,West,Consumer,01-12-2020,Standard Class,Shipped On Time,California,Art,6,6,0,1,2,5,8
Technology,San Diego,United States,16-12-2019,2019,Dec,CA-2019-155446,92024,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,West,Home Office,23-12-2019,Standard Class,Shipped Late,California,Accessories,7,6,0,4,7,21,32
Office Supplies,Watertown,United States,14-11-2020,2020,Nov,CA-2020-137323,13601,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",East,Corporate,18-11-2020,Second Class,Shipped Late,New York,Storage,4,3,0,25,6,96,144
